enrollment_id,student_id,course_id,semester,final_grade,letter_grade,attendance_rate,assignment_scores,midterm_score,final_exam_score
ENROLL_00000973,STU_000200,COURSE_000035,Fall 2024,3.43,A-,0.95,0.89,0.7,1.0
ENROLL_00000974,STU_000200,COURSE_000125,Fall 2024,3.89,A,0.7,1.0,0.99,0.92
ENROLL_00000975,STU_000200,COURSE_000063,Summer 2025,3.28,B+,0.79,0.73,0.8,0.98
ENROLL_00000976,STU_000200,COURSE_000105,Summer 2025,2.78,B,0.82,0.64,0.9,0.95
ENROLL_00000977,STU_000200,COURSE_000059,Spring 2025,3.11,B+,0.33,1.0,0.68,0.97
ENROLL_00000978,STU_000200,COURSE_000095,Summer 2025,2.86,B,0.82,0.9,0.68,1.0
ENROLL_00000979,STU_000201,COURSE_000082,Summer 2025,3.64,A-,0.79,0.65,0.64,0.7
ENROLL_00000980,STU_000201,COURSE_000107,Summer 2025,4.0,A,0.61,0.87,0.55,0.68
ENROLL_00000981,STU_000201,COURSE_000059,Spring 2025,4.0,A,0.92,0.57,0.45,0.6
ENROLL_00000982,STU_000201,COURSE_000099,Spring 2025,3.74,A,0.76,0.64,0.94,0.56
ENROLL_00000983,STU_000201,COURSE_000055,Fall 2024,4.0,A,1.0,0.8,0.47,0.72
ENROLL_00000984,STU_000202,COURSE_000083,Summer 2025,3.82,A,0.71,0.64,0.5,0.68
ENROLL_00000985,STU_000202,COURSE_000114,Summer 2025,3.19,B+,0.87,0.87,0.82,0.74
ENROLL_00000986,STU_000202,COURSE_000105,Summer 2025,3.51,A-,0.9,0.78,0.91,0.87
ENROLL_00000987,STU_000203,COURSE_000040,Spring 2025,3.87,A,0.92,0.5,0.82,0.57
ENROLL_00000988,STU_000203,COURSE_000053,Summer 2025,3.49,A-,1.0,0.72,0.69,1.0
ENROLL_00000989,STU_000203,COURSE_000049,Summer 2025,4.0,A,0.85,0.91,0.78,1.0
ENROLL_00000990,STU_000203,COURSE_000073,Summer 2025,3.73,A,1.0,0.57,0.95,0.69
ENROLL_00000991,STU_000203,COURSE_000098,Spring 2025,3.95,A,0.68,0.88,0.98,0.75
ENROLL_00000992,STU_000204,COURSE_000038,Fall 2024,3.23,B+,1.0,0.97,0.91,0.9
ENROLL_00000993,STU_000204,COURSE_000009,Summer 2025,3.33,A-,0.72,0.89,0.82,0.79
ENROLL_00000994,STU_000204,COURSE_000086,Summer 2025,3.56,A-,0.9,0.67,0.8,1.0
ENROLL_00000995,STU_000205,COURSE_000124,Spring 2025,3.84,A,0.7,1.0,0.7,1.0
ENROLL_00000996,STU_000205,COURSE_000112,Fall 2024,3.16,B+,1.0,1.0,0.9,0.58
ENROLL_00000997,STU_000205,COURSE_000102,Fall 2024,3.49,A-,0.74,1.0,0.83,0.93
ENROLL_00000998,STU_000205,COURSE_000111,Spring 2025,3.43,A-,1.0,0.82,0.64,0.99
ENROLL_00000999,STU_000205,COURSE_000016,Spring 2025,3.08,B+,0.89,0.82,0.67,0.86
ENROLL_00001000,STU_000205,COURSE_000021,Spring 2025,3.55,A-,0.92,0.55,0.61,0.82
ENROLL_00001001,STU_000205,COURSE_000050,Summer 2025,3.01,B+,0.85,0.76,0.88,0.96
ENROLL_00001002,STU_000206,COURSE_000077,Summer 2025,3.68,A-,0.9,0.89,0.75,0.86
ENROLL_00001003,STU_000206,COURSE_000121,Spring 2025,3.24,B+,0.74,0.85,1.0,1.0
ENROLL_00001004,STU_000206,COURSE_000065,Spring 2025,3.73,A,0.5,0.79,0.81,0.68
ENROLL_00001005,STU_000206,COURSE_000002,Summer 2025,3.23,B+,0.84,1.0,0.6,1.0
ENROLL_00001006,STU_000207,COURSE_000084,Fall 2024,2.52,B-,0.73,1.0,0.95,0.79
ENROLL_00001007,STU_000207,COURSE_000042,Summer 2025,2.4,B-,0.76,1.0,1.0,0.68
ENROLL_00001008,STU_000207,COURSE_000079,Spring 2025,2.91,B,1.0,0.76,0.67,0.82
ENROLL_00001009,STU_000207,COURSE_000010,Spring 2025,2.56,B-,0.93,0.56,1.0,0.77
ENROLL_00001010,STU_000207,COURSE_000025,Summer 2025,2.89,B,0.69,1.0,0.98,0.66
ENROLL_00001011,STU_000207,COURSE_000078,Spring 2025,2.42,B-,0.8,0.7,0.7,0.66
ENROLL_00001012,STU_000207,COURSE_000124,Spring 2025,3.06,B+,0.9,0.82,0.92,1.0
ENROLL_00001013,STU_000208,COURSE_000079,Spring 2025,2.67,B-,1.0,0.99,0.44,0.83
ENROLL_00001014,STU_000208,COURSE_000061,Spring 2025,2.21,C+,0.65,0.92,0.78,0.63
ENROLL_00001015,STU_000208,COURSE_000090,Fall 2024,3.25,B+,0.82,0.58,0.71,1.0
ENROLL_00001016,STU_000209,COURSE_000101,Summer 2025,4.0,A,0.84,0.61,0.85,0.51
ENROLL_00001017,STU_000209,COURSE_000094,Fall 2024,3.78,A,0.98,0.83,0.75,0.63
ENROLL_00001018,STU_000209,COURSE_000076,Spring 2025,3.45,A-,1.0,0.84,0.87,0.63
ENROLL_00001019,STU_000209,COURSE_000083,Summer 2025,4.0,A,0.91,1.0,0.92,0.6
ENROLL_00001020,STU_000209,COURSE_000032,Summer 2025,3.94,A,0.86,0.99,0.55,0.67
ENROLL_00001021,STU_000209,COURSE_000123,Spring 2025,4.0,A,0.96,0.83,0.79,0.91
ENROLL_00001022,STU_000209,COURSE_000069,Fall 2024,3.97,A,0.89,0.76,1.0,1.0
ENROLL_00001023,STU_000210,COURSE_000033,Spring 2025,3.62,A-,0.53,1.0,0.89,0.83
ENROLL_00001024,STU_000210,COURSE_000067,Fall 2024,3.79,A,0.8,0.95,0.72,0.97
ENROLL_00001025,STU_000210,COURSE_000045,Fall 2024,3.62,A-,0.97,0.76,0.91,1.0
ENROLL_00001026,STU_000210,COURSE_000118,Summer 2025,3.63,A-,0.77,1.0,0.82,0.82
ENROLL_00001027,STU_000210,COURSE_000112,Fall 2024,3.75,A,0.83,0.82,0.89,0.79
ENROLL_00001028,STU_000210,COURSE_000029,Summer 2025,3.82,A,1.0,0.64,0.56,0.62
ENROLL_00001029,STU_000211,COURSE_000112,Fall 2024,3.79,A,1.0,0.53,0.75,0.7
ENROLL_00001030,STU_000211,COURSE_000074,Spring 2025,3.04,B+,0.95,0.75,0.42,0.89
ENROLL_00001031,STU_000211,COURSE_000067,Fall 2024,2.75,B,0.97,0.71,0.62,0.71
ENROLL_00001032,STU_000212,COURSE_000108,Spring 2025,2.92,B,1.0,0.54,0.96,0.79
ENROLL_00001033,STU_000212,COURSE_000127,Fall 2024,3.13,B+,0.76,1.0,0.75,0.83
ENROLL_00001034,STU_000212,COURSE_000001,Summer 2025,3.67,A-,0.72,1.0,0.8,0.55
ENROLL_00001035,STU_000212,COURSE_000034,Summer 2025,3.2,B+,0.57,0.66,0.57,1.0
ENROLL_00001036,STU_000212,COURSE_000013,Spring 2025,3.07,B+,0.92,1.0,0.78,0.79
ENROLL_00001037,STU_000213,COURSE_000018,Summer 2025,2.31,B-,1.0,0.95,0.46,0.8
ENROLL_00001038,STU_000213,COURSE_000052,Fall 2024,2.67,B-,0.89,0.7,0.71,0.99
ENROLL_00001039,STU_000213,COURSE_000070,Spring 2025,1.41,C-,0.96,0.84,0.7,0.45
ENROLL_00001040,STU_000214,COURSE_000124,Spring 2025,2.5,B-,0.98,0.88,0.74,0.93
ENROLL_00001041,STU_000214,COURSE_000097,Fall 2024,2.65,B-,0.97,0.79,0.86,0.63
ENROLL_00001042,STU_000214,COURSE_000038,Fall 2024,2.18,C+,0.95,1.0,0.62,0.6
ENROLL_00001043,STU_000214,COURSE_000024,Fall 2024,3.23,B+,0.82,1.0,1.0,0.86
ENROLL_00001044,STU_000215,COURSE_000016,Spring 2025,3.52,A-,0.67,1.0,0.55,0.84
ENROLL_00001045,STU_000215,COURSE_000076,Spring 2025,3.14,B+,0.94,0.97,0.99,0.79
ENROLL_00001046,STU_000215,COURSE_000065,Spring 2025,2.68,B-,0.69,0.66,0.82,0.51
ENROLL_00001047,STU_000216,COURSE_000095,Summer 2025,3.6,A-,0.78,1.0,1.0,0.74
ENROLL_00001048,STU_000216,COURSE_000069,Fall 2024,3.7,A-,0.66,0.59,0.87,0.45
ENROLL_00001049,STU_000216,COURSE_000107,Summer 2025,3.03,B+,1.0,0.71,1.0,0.83
ENROLL_00001050,STU_000216,COURSE_000087,Summer 2025,4.0,A,0.91,0.94,0.87,0.72
ENROLL_00001051,STU_000216,COURSE_000120,Summer 2025,3.94,A,0.84,0.79,1.0,1.0
ENROLL_00001052,STU_000216,COURSE_000004,Spring 2025,3.63,A-,0.93,0.67,0.64,0.36
ENROLL_00001053,STU_000216,COURSE_000060,Spring 2025,3.55,A-,0.97,0.39,0.65,1.0
ENROLL_00001054,STU_000217,COURSE_000125,Fall 2024,3.78,A,0.79,0.63,0.74,0.73
ENROLL_00001055,STU_000217,COURSE_000066,Summer 2025,2.56,B-,0.91,1.0,0.59,0.69
ENROLL_00001056,STU_000217,COURSE_000124,Spring 2025,3.67,A-,1.0,0.98,0.56,0.88
ENROLL_00001057,STU_000217,COURSE_000074,Spring 2025,3.56,A-,1.0,0.44,0.79,1.0
ENROLL_00001058,STU_000217,COURSE_000083,Summer 2025,3.33,A-,0.81,0.96,0.9,0.75
ENROLL_00001059,STU_000218,COURSE_000030,Fall 2024,3.62,A-,0.7,0.77,0.86,0.76
ENROLL_00001060,STU_000218,COURSE_000121,Spring 2025,3.95,A,1.0,0.71,0.9,0.76
ENROLL_00001061,STU_000218,COURSE_000068,Fall 2024,3.08,B+,0.72,1.0,0.64,0.83
ENROLL_00001062,STU_000218,COURSE_000097,Fall 2024,3.59,A-,0.73,0.81,0.84,0.81
ENROLL_00001063,STU_000218,COURSE_000078,Spring 2025,3.53,A-,0.86,0.82,0.75,0.94
ENROLL_00001064,STU_000219,COURSE_000013,Spring 2025,2.84,B,1.0,0.8,1.0,1.0
ENROLL_00001065,STU_000219,COURSE_000027,Spring 2025,3.07,B+,1.0,0.54,0.69,0.73
ENROLL_00001066,STU_000219,COURSE_000030,Fall 2024,2.88,B,0.86,0.9,0.93,1.0
ENROLL_00001067,STU_000219,COURSE_000061,Spring 2025,2.85,B,0.6,1.0,1.0,1.0
ENROLL_00001068,STU_000219,COURSE_000051,Spring 2025,3.23,B+,1.0,0.58,0.61,0.84
ENROLL_00001069,STU_000220,COURSE_000019,Summer 2025,2.96,B,0.84,0.87,0.81,0.4
ENROLL_00001070,STU_000220,COURSE_000057,Spring 2025,2.61,B-,0.92,0.88,0.86,0.99
ENROLL_00001071,STU_000220,COURSE_000122,Spring 2025,2.97,B,0.84,1.0,0.89,0.66
ENROLL_00001072,STU_000220,COURSE_000096,Spring 2025,2.93,B,0.82,0.83,0.59,0.7
ENROLL_00001073,STU_000221,COURSE_000030,Fall 2024,2.44,B-,0.63,0.76,0.92,0.7
ENROLL_00001074,STU_000221,COURSE_000024,Fall 2024,3.21,B+,0.83,0.92,1.0,0.98
ENROLL_00001075,STU_000221,COURSE_000001,Summer 2025,2.43,B-,1.0,0.91,0.58,0.81
ENROLL_00001076,STU_000221,COURSE_000094,Fall 2024,3.12,B+,0.75,0.64,0.88,0.8
ENROLL_00001077,STU_000221,COURSE_000036,Spring 2025,2.93,B,1.0,0.86,0.83,0.76
ENROLL_00001078,STU_000221,COURSE_000015,Fall 2024,2.67,B-,0.94,0.53,0.94,1.0
ENROLL_00001079,STU_000221,COURSE_000124,Spring 2025,2.87,B,0.93,0.64,0.95,0.82
ENROLL_00001080,STU_000222,COURSE_000076,Spring 2025,4.0,A,0.77,0.99,0.89,0.57
ENROLL_00001081,STU_000222,COURSE_000055,Fall 2024,4.0,A,0.82,1.0,0.66,0.93
ENROLL_00001082,STU_000222,COURSE_000065,Spring 2025,4.0,A,1.0,0.55,0.72,0.83
ENROLL_00001083,STU_000222,COURSE_000081,Spring 2025,3.85,A,0.73,0.67,0.91,0.74
ENROLL_00001084,STU_000222,COURSE_000031,Summer 2025,4.0,A,0.68,0.75,0.96,0.99
ENROLL_00001085,STU_000222,COURSE_000036,Spring 2025,4.0,A,0.98,0.89,0.61,0.92
ENROLL_00001086,STU_000222,COURSE_000047,Summer 2025,4.0,A,0.9,0.85,0.79,0.62
ENROLL_00001087,STU_000223,COURSE_000014,Spring 2025,4.0,A,1.0,0.79,1.0,0.48
ENROLL_00001088,STU_000223,COURSE_000030,Fall 2024,4.0,A,0.97,0.89,0.74,0.71
ENROLL_00001089,STU_000223,COURSE_000055,Fall 2024,3.84,A,0.84,0.91,0.68,0.87
ENROLL_00001090,STU_000223,COURSE_000047,Summer 2025,4.0,A,0.99,0.56,0.91,0.78
ENROLL_00001091,STU_000223,COURSE_000104,Summer 2025,4.0,A,0.71,0.79,0.82,0.55
ENROLL_00001092,STU_000224,COURSE_000101,Summer 2025,3.86,A,1.0,0.88,0.9,0.99
ENROLL_00001093,STU_000224,COURSE_000039,Fall 2024,3.65,A-,0.83,0.76,1.0,0.75
ENROLL_00001094,STU_000224,COURSE_000022,Spring 2025,3.86,A,0.92,1.0,0.98,0.74
ENROLL_00001095,STU_000224,COURSE_000050,Summer 2025,4.0,A,0.84,0.9,0.76,0.48
ENROLL_00001096,STU_000224,COURSE_000112,Fall 2024,4.0,A,1.0,0.94,1.0,0.83
ENROLL_00001097,STU_000224,COURSE_000035,Fall 2024,4.0,A,1.0,0.84,0.78,0.47
ENROLL_00001098,STU_000224,COURSE_000004,Spring 2025,3.51,A-,1.0,1.0,0.59,0.9
ENROLL_00001099,STU_000225,COURSE_000081,Spring 2025,2.12,C+,0.94,0.92,0.56,0.73
ENROLL_00001100,STU_000225,COURSE_000043,Summer 2025,2.8,B,1.0,0.87,0.47,0.86
ENROLL_00001101,STU_000225,COURSE_000117,Spring 2025,2.84,B,0.87,0.48,0.74,0.76
ENROLL_00001102,STU_000226,COURSE_000128,Summer 2025,4.0,A,0.97,1.0,0.89,0.93
ENROLL_00001103,STU_000226,COURSE_000045,Fall 2024,4.0,A,0.54,0.68,0.72,0.66
ENROLL_00001104,STU_000226,COURSE_000106,Spring 2025,3.82,A,0.8,0.74,0.78,0.39
ENROLL_00001105,STU_000226,COURSE_000076,Spring 2025,3.95,A,0.7,0.97,0.91,1.0
ENROLL_00001106,STU_000226,COURSE_000010,Spring 2025,4.0,A,0.96,1.0,0.94,0.74
ENROLL_00001107,STU_000226,COURSE_000056,Summer 2025,3.76,A,1.0,0.85,0.48,0.91
ENROLL_00001108,STU_000227,COURSE_000086,Summer 2025,4.0,A,1.0,0.75,0.92,0.77
ENROLL_00001109,STU_000227,COURSE_000019,Summer 2025,4.0,A,0.89,0.79,0.57,0.78
ENROLL_00001110,STU_000227,COURSE_000048,Fall 2024,4.0,A,0.71,0.75,0.89,0.94
ENROLL_00001111,STU_000228,COURSE_000047,Summer 2025,4.0,A,0.92,0.63,0.83,0.66
ENROLL_00001112,STU_000228,COURSE_000072,Spring 2025,3.14,B+,1.0,0.69,1.0,0.36
ENROLL_00001113,STU_000228,COURSE_000002,Summer 2025,2.94,B,0.73,0.72,0.53,0.9
ENROLL_00001114,STU_000229,COURSE_000052,Fall 2024,3.87,A,0.74,0.87,1.0,0.7
ENROLL_00001115,STU_000229,COURSE_000126,Spring 2025,2.83,B,0.77,0.84,0.84,0.97
ENROLL_00001116,STU_000229,COURSE_000106,Spring 2025,3.46,A-,0.78,0.85,0.73,0.88
ENROLL_00001117,STU_000229,COURSE_000018,Summer 2025,3.05,B+,0.78,1.0,0.7,0.95
ENROLL_00001118,STU_000229,COURSE_000047,Summer 2025,3.82,A,0.83,0.74,0.55,0.96
ENROLL_00001119,STU_000230,COURSE_000127,Fall 2024,3.08,B+,0.91,0.95,1.0,1.0
ENROLL_00001120,STU_000230,COURSE_000001,Summer 2025,2.94,B,1.0,0.97,0.76,0.53
ENROLL_00001121,STU_000230,COURSE_000118,Summer 2025,3.38,A-,0.81,0.88,0.51,0.72
ENROLL_00001122,STU_000230,COURSE_000109,Fall 2024,3.18,B+,0.56,0.63,0.46,0.85
ENROLL_00001123,STU_000231,COURSE_000085,Summer 2025,4.0,A,1.0,0.81,0.95,0.93
ENROLL_00001124,STU_000231,COURSE_000051,Spring 2025,4.0,A,1.0,0.84,0.57,1.0
ENROLL_00001125,STU_000231,COURSE_000052,Fall 2024,3.97,A,0.95,0.87,1.0,0.68
ENROLL_00001126,STU_000231,COURSE_000097,Fall 2024,4.0,A,0.7,0.85,0.42,1.0
ENROLL_00001127,STU_000231,COURSE_000073,Summer 2025,4.0,A,1.0,0.96,0.92,0.87
ENROLL_00001128,STU_000232,COURSE_000004,Spring 2025,2.97,B,0.92,0.65,1.0,0.71
ENROLL_00001129,STU_000232,COURSE_000078,Spring 2025,3.56,A-,0.62,1.0,1.0,0.55
ENROLL_00001130,STU_000232,COURSE_000021,Spring 2025,3.45,A-,0.84,0.75,0.71,0.45
ENROLL_00001131,STU_000232,COURSE_000086,Summer 2025,3.45,A-,1.0,0.75,1.0,0.64
ENROLL_00001132,STU_000232,COURSE_000056,Summer 2025,3.84,A,0.66,0.84,0.84,0.65
ENROLL_00001133,STU_000232,COURSE_000062,Spring 2025,3.49,A-,0.65,0.45,0.48,0.78
ENROLL_00001134,STU_000233,COURSE_000019,Summer 2025,3.62,A-,0.95,0.83,0.87,1.0
ENROLL_00001135,STU_000233,COURSE_000082,Summer 2025,4.0,A,0.88,0.68,1.0,0.96
ENROLL_00001136,STU_000233,COURSE_000114,Summer 2025,3.81,A,0.77,0.86,0.68,0.94
ENROLL_00001137,STU_000233,COURSE_000061,Spring 2025,3.53,A-,0.87,0.62,0.54,0.84
ENROLL_00001138,STU_000233,COURSE_000040,Spring 2025,4.0,A,1.0,0.62,0.64,0.81
ENROLL_00001139,STU_000233,COURSE_000087,Summer 2025,3.89,A,0.82,0.98,0.93,0.71
ENROLL_00001140,STU_000233,COURSE_000121,Spring 2025,3.96,A,0.96,0.81,1.0,0.93
ENROLL_00001141,STU_000234,COURSE_000055,Fall 2024,3.15,B+,0.89,0.82,0.75,0.74
ENROLL_00001142,STU_000234,COURSE_000066,Summer 2025,1.78,C,0.86,0.85,0.93,1.0
ENROLL_00001143,STU_000234,COURSE_000087,Summer 2025,2.77,B,0.91,0.84,0.95,0.69
ENROLL_00001144,STU_000234,COURSE_000025,Summer 2025,2.52,B-,0.58,0.96,0.71,0.74
ENROLL_00001145,STU_000234,COURSE_000106,Spring 2025,3.18,B+,0.88,1.0,0.82,0.46
ENROLL_00001146,STU_000235,COURSE_000054,Fall 2024,2.99,B,0.86,0.92,0.34,0.93
ENROLL_00001147,STU_000235,COURSE_000067,Fall 2024,2.83,B,0.86,0.93,0.89,0.61
ENROLL_00001148,STU_000235,COURSE_000083,Summer 2025,3.09,B+,1.0,0.95,0.89,0.83
ENROLL_00001149,STU_000236,COURSE_000082,Summer 2025,3.42,A-,0.56,0.59,0.69,0.75
ENROLL_00001150,STU_000236,COURSE_000008,Spring 2025,3.51,A-,0.56,0.98,0.88,0.85
ENROLL_00001151,STU_000236,COURSE_000103,Summer 2025,4.0,A,0.84,0.65,0.66,0.68
ENROLL_00001152,STU_000236,COURSE_000070,Spring 2025,4.0,A,0.91,0.88,0.71,0.62
ENROLL_00001153,STU_000237,COURSE_000018,Summer 2025,3.5,A-,0.74,0.94,0.64,0.59
ENROLL_00001154,STU_000237,COURSE_000127,Fall 2024,4.0,A,0.67,0.72,0.97,0.92
ENROLL_00001155,STU_000237,COURSE_000104,Summer 2025,4.0,A,0.86,0.61,0.75,0.93
ENROLL_00001156,STU_000237,COURSE_000105,Summer 2025,3.72,A,1.0,1.0,0.46,0.66
ENROLL_00001157,STU_000237,COURSE_000070,Spring 2025,3.97,A,0.74,0.75,0.48,0.78
ENROLL_00001158,STU_000238,COURSE_000004,Spring 2025,3.85,A,0.86,0.75,1.0,1.0
ENROLL_00001159,STU_000238,COURSE_000018,Summer 2025,3.8,A,1.0,0.93,0.72,0.87
ENROLL_00001160,STU_000238,COURSE_000113,Spring 2025,3.64,A-,0.91,0.71,0.9,0.35
ENROLL_00001161,STU_000238,COURSE_000059,Spring 2025,4.0,A,0.86,0.67,0.71,0.77
ENROLL_00001162,STU_000238,COURSE_000125,Fall 2024,4.0,A,0.62,0.89,0.39,0.71
ENROLL_00001163,STU_000238,COURSE_000126,Spring 2025,3.26,B+,0.9,0.73,0.59,0.28
ENROLL_00001164,STU_000238,COURSE_000057,Spring 2025,4.0,A,0.84,0.88,0.49,1.0
ENROLL_00001165,STU_000239,COURSE_000063,Summer 2025,4.0,A,1.0,1.0,0.84,0.53
ENROLL_00001166,STU_000239,COURSE_000108,Spring 2025,3.81,A,0.84,0.88,0.61,0.62
ENROLL_00001167,STU_000239,COURSE_000068,Fall 2024,4.0,A,0.76,0.51,0.63,0.88
ENROLL_00001168,STU_000239,COURSE_000013,Spring 2025,3.55,A-,0.83,0.76,0.48,0.99
ENROLL_00001169,STU_000240,COURSE_000046,Spring 2025,4.0,A,0.85,0.64,1.0,1.0
ENROLL_00001170,STU_000240,COURSE_000075,Summer 2025,4.0,A,0.65,0.64,0.93,0.95
ENROLL_00001171,STU_000240,COURSE_000037,Fall 2024,3.73,A,0.56,0.88,0.32,0.99
ENROLL_00001172,STU_000240,COURSE_000122,Spring 2025,3.86,A,0.85,0.75,0.5,1.0
ENROLL_00001173,STU_000240,COURSE_000068,Fall 2024,3.85,A,0.9,0.49,0.65,0.87
ENROLL_00001174,STU_000240,COURSE_000042,Summer 2025,4.0,A,0.55,1.0,0.74,0.55
ENROLL_00001175,STU_000240,COURSE_000102,Fall 2024,4.0,A,0.88,0.88,0.69,0.65
ENROLL_00001176,STU_000241,COURSE_000051,Spring 2025,3.51,A-,0.86,1.0,0.92,0.47
ENROLL_00001177,STU_000241,COURSE_000085,Summer 2025,2.89,B,0.87,0.62,0.83,0.7
ENROLL_00001178,STU_000241,COURSE_000035,Fall 2024,3.52,A-,1.0,0.51,0.68,0.68
ENROLL_00001179,STU_000241,COURSE_000048,Fall 2024,3.13,B+,0.68,0.86,0.63,0.43
ENROLL_00001180,STU_000241,COURSE_000053,Summer 2025,2.54,B-,0.44,0.7,0.4,0.54
ENROLL_00001181,STU_000242,COURSE_000060,Spring 2025,4.0,A,0.83,0.75,0.8,0.6
ENROLL_00001182,STU_000242,COURSE_000081,Spring 2025,4.0,A,0.72,1.0,0.49,0.89
ENROLL_00001183,STU_000242,COURSE_000015,Fall 2024,4.0,A,0.88,0.69,0.82,0.94
ENROLL_00001184,STU_000243,COURSE_000059,Spring 2025,3.77,A,0.95,0.92,0.88,1.0
ENROLL_00001185,STU_000243,COURSE_000105,Summer 2025,3.86,A,0.96,1.0,0.94,0.97
ENROLL_00001186,STU_000243,COURSE_000065,Spring 2025,3.91,A,0.94,0.81,0.88,1.0
ENROLL_00001187,STU_000244,COURSE_000027,Spring 2025,3.37,A-,0.91,0.75,0.59,0.67
ENROLL_00001188,STU_000244,COURSE_000111,Spring 2025,3.13,B+,0.93,0.91,0.6,0.9
ENROLL_00001189,STU_000244,COURSE_000017,Fall 2024,3.53,A-,0.94,0.31,0.67,0.71
ENROLL_00001190,STU_000244,COURSE_000099,Spring 2025,3.59,A-,0.92,0.98,0.44,0.95
ENROLL_00001191,STU_000244,COURSE_000030,Fall 2024,3.11,B+,0.75,0.66,0.78,0.66
ENROLL_00001192,STU_000244,COURSE_000083,Summer 2025,3.2,B+,0.98,0.72,1.0,0.9
ENROLL_00001193,STU_000244,COURSE_000073,Summer 2025,3.57,A-,0.86,1.0,0.54,0.67
ENROLL_00001194,STU_000245,COURSE_000074,Spring 2025,2.67,B-,0.86,0.89,0.66,0.56
ENROLL_00001195,STU_000245,COURSE_000003,Fall 2024,2.06,C+,0.68,0.82,1.0,0.59
ENROLL_00001196,STU_000245,COURSE_000106,Spring 2025,2.36,B-,0.93,0.97,0.41,0.35
ENROLL_00001197,STU_000245,COURSE_000093,Summer 2025,2.51,B-,0.78,0.95,1.0,0.5
ENROLL_00001198,STU_000245,COURSE_000005,Fall 2024,1.99,C,1.0,0.99,0.92,0.54
ENROLL_00001199,STU_000245,COURSE_000086,Summer 2025,2.0,C+,0.65,0.74,1.0,0.93
ENROLL_00001200,STU_000246,COURSE_000038,Fall 2024,3.33,A-,0.6,1.0,0.49,0.61
ENROLL_00001201,STU_000246,COURSE_000113,Spring 2025,3.7,A,0.5,0.94,0.87,0.88
ENROLL_00001202,STU_000246,COURSE_000021,Spring 2025,4.0,A,0.88,0.85,0.49,0.55
ENROLL_00001203,STU_000246,COURSE_000046,Spring 2025,3.7,A-,0.97,0.77,0.97,0.88
ENROLL_00001204,STU_000246,COURSE_000056,Summer 2025,3.74,A,0.58,0.63,0.72,0.78
ENROLL_00001205,STU_000247,COURSE_000006,Summer 2025,4.0,A,0.8,0.66,0.45,1.0
ENROLL_00001206,STU_000247,COURSE_000096,Spring 2025,3.59,A-,0.92,0.65,0.5,0.56
ENROLL_00001207,STU_000247,COURSE_000120,Summer 2025,3.6,A-,1.0,0.92,0.9,0.96
ENROLL_00001208,STU_000247,COURSE_000104,Summer 2025,3.77,A,0.61,0.72,0.45,1.0
ENROLL_00001209,STU_000247,COURSE_000031,Summer 2025,4.0,A,0.91,0.74,0.63,0.68
ENROLL_00001210,STU_000248,COURSE_000018,Summer 2025,2.78,B,1.0,0.87,0.92,1.0
ENROLL_00001211,STU_000248,COURSE_000080,Summer 2025,3.08,B+,0.87,1.0,0.75,0.81
ENROLL_00001212,STU_000248,COURSE_000108,Spring 2025,3.59,A-,0.69,0.83,0.77,1.0
ENROLL_00001213,STU_000248,COURSE_000123,Spring 2025,3.64,A-,0.86,0.59,0.92,0.71
ENROLL_00001214,STU_000249,COURSE_000020,Summer 2025,4.0,A,0.92,1.0,1.0,0.45
ENROLL_00001215,STU_000249,COURSE_000114,Summer 2025,3.62,A-,1.0,1.0,0.78,0.61
ENROLL_00001216,STU_000249,COURSE_000085,Summer 2025,3.99,A,0.95,0.56,1.0,0.7
ENROLL_00001217,STU_000249,COURSE_000084,Fall 2024,3.75,A,0.7,0.66,0.49,1.0
ENROLL_00001218,STU_000249,COURSE_000041,Spring 2025,3.83,A,0.64,0.54,1.0,0.7
ENROLL_00001219,STU_000250,COURSE_000037,Fall 2024,2.81,B,0.91,0.39,0.75,0.71
ENROLL_00001220,STU_000250,COURSE_000114,Summer 2025,3.06,B+,0.95,0.82,0.63,0.87
ENROLL_00001221,STU_000250,COURSE_000101,Summer 2025,2.68,B-,0.79,0.92,0.94,0.93
ENROLL_00001222,STU_000250,COURSE_000039,Fall 2024,3.04,B+,1.0,1.0,0.87,0.87
ENROLL_00001223,STU_000251,COURSE_000019,Summer 2025,3.5,A-,1.0,1.0,0.82,0.74
ENROLL_00001224,STU_000251,COURSE_000046,Spring 2025,3.48,A-,0.4,0.75,0.7,0.77
ENROLL_00001225,STU_000251,COURSE_000096,Spring 2025,3.69,A-,0.76,0.58,0.74,0.71
ENROLL_00001226,STU_000251,COURSE_000059,Spring 2025,4.0,A,0.88,0.82,1.0,0.77
ENROLL_00001227,STU_000252,COURSE_000109,Fall 2024,2.95,B,0.76,0.83,0.36,1.0
ENROLL_00001228,STU_000252,COURSE_000043,Summer 2025,3.51,A-,0.66,0.81,1.0,0.73
ENROLL_00001229,STU_000252,COURSE_000051,Spring 2025,3.38,A-,0.82,1.0,0.72,0.61
ENROLL_00001230,STU_000252,COURSE_000013,Spring 2025,3.34,A-,0.94,0.83,0.67,0.45
ENROLL_00001231,STU_000252,COURSE_000069,Fall 2024,3.19,B+,0.91,1.0,1.0,0.62
ENROLL_00001232,STU_000253,COURSE_000111,Spring 2025,2.67,B-,0.92,0.88,0.94,0.87
