transaction_id,account_id,amount,transaction_date,transaction_type,merchant
TXN_0000006668,ACC_00000310,-41.96,2025-05-15,Payment,Shell
TXN_0000006669,ACC_00000310,8.82,2024-10-13,Deposit,
TXN_0000006670,ACC_00000310,-164.09,2024-08-05,Payment,McDonalds
TXN_0000006671,ACC_00000310,-242.37,2024-11-02,Payment,Walmart
TXN_0000006672,ACC_00000310,-41.65,2024-12-22,Withdrawal,
TXN_0000006673,ACC_00000310,-6.56,2025-02-06,Payment,McDonalds
TXN_0000006674,ACC_00000310,-24.12,2024-04-02,Payment,Amazon
TXN_0000006675,ACC_00000310,-25.32,2025-03-02,Withdrawal,
TXN_0000006676,ACC_00000310,-182.09,2024-11-27,Withdrawal,
TXN_0000006677,ACC_00000310,25.47,2024-11-06,Deposit,
TXN_0000006678,ACC_00000310,52.56,2025-07-26,Deposit,
TXN_0000006679,ACC_00000310,64.09,2024-04-16,Deposit,
TXN_0000006680,ACC_00000311,60.75,2023-10-17,Deposit,
TXN_0000006681,ACC_00000311,-45.84,2024-11-01,Payment,Target
TXN_0000006682,ACC_00000311,-234.69,2023-06-22,Payment,McDonalds
TXN_0000006683,ACC_00000311,16.29,2025-07-30,Deposit,
TXN_0000006684,ACC_00000311,10.28,2025-01-01,Deposit,
TXN_0000006685,ACC_00000311,-102.27,2024-05-17,Payment,Target
TXN_0000006686,ACC_00000311,-82.35,2024-01-24,Payment,Walmart
TXN_0000006687,ACC_00000311,-20.01,2023-09-04,Withdrawal,
TXN_0000006688,ACC_00000311,-25.25,2025-08-05,Withdrawal,
TXN_0000006689,ACC_00000311,-15.47,2023-09-20,Payment,McDonalds
TXN_0000006690,ACC_00000311,-111.87,2023-11-08,Withdrawal,
TXN_0000006691,ACC_00000311,-186.02,2023-12-07,Withdrawal,
TXN_0000006692,ACC_00000311,63.59,2025-06-01,Deposit,
TXN_0000006693,ACC_00000311,-19.48,2025-02-24,Payment,Shell
TXN_0000006694,ACC_00000311,-46.81,2024-06-26,Payment,Amazon
TXN_0000006695,ACC_00000311,111.23,2024-10-14,Deposit,
TXN_0000006696,ACC_00000311,-16.98,2025-04-07,Withdrawal,
TXN_0000006697,ACC_00000311,-6.94,2024-05-10,Payment,Amazon
TXN_0000006698,ACC_00000311,18.59,2025-07-18,Deposit,
TXN_0000006699,ACC_00000311,20.18,2025-04-08,Deposit,
TXN_0000006700,ACC_00000311,29.33,2023-06-29,Deposit,
TXN_0000006701,ACC_00000311,-115.24,2023-08-23,Payment,Walmart
TXN_0000006702,ACC_00000311,-198.9,2024-09-15,Withdrawal,
TXN_0000006703,ACC_00000311,64.57,2024-11-26,Deposit,
TXN_0000006704,ACC_00000311,-0.91,2023-06-25,Payment,Home Depot
TXN_0000006705,ACC_00000311,-44.47,2023-12-10,Withdrawal,
TXN_0000006706,ACC_00000311,21.47,2023-10-01,Deposit,
TXN_0000006707,ACC_00000311,-6.61,2024-12-10,Payment,Shell
TXN_0000006708,ACC_00000311,-172.81,2025-07-01,Payment,Shell
TXN_0000006709,ACC_00000311,-465.43,2023-08-27,Withdrawal,
TXN_0000006710,ACC_00000311,40.42,2024-10-02,Deposit,
TXN_0000006711,ACC_00000311,63.16,2024-08-08,Deposit,
TXN_0000006712,ACC_00000311,-63.74,2025-02-11,Payment,Costco
TXN_0000006713,ACC_00000311,48.29,2025-01-08,Deposit,
TXN_0000006714,ACC_00000311,75.15,2023-05-31,Deposit,
TXN_0000006715,ACC_00000311,-104.04,2024-02-06,Payment,Home Depot
TXN_0000006716,ACC_00000311,63.75,2024-05-30,Deposit,
TXN_0000006717,ACC_00000311,-54.32,2023-08-28,Payment,Starbucks
TXN_0000006718,ACC_00000311,-160.41,2025-02-28,Payment,McDonalds
TXN_0000006719,ACC_00000311,-36.11,2023-10-24,Payment,Walmart
TXN_0000006720,ACC_00000313,-119.27,2023-06-21,Payment,Amazon
TXN_0000006721,ACC_00000313,-22.11,2025-01-30,Payment,Costco
TXN_0000006722,ACC_00000313,6.69,2023-10-07,Deposit,
TXN_0000006723,ACC_00000313,26.48,2023-12-12,Deposit,
TXN_0000006724,ACC_00000313,11.54,2025-04-10,Deposit,
TXN_0000006725,ACC_00000313,-16.64,2024-11-03,Withdrawal,
TXN_0000006726,ACC_00000313,-66.36,2024-12-12,Payment,Target
TXN_0000006727,ACC_00000313,-74.72,2023-09-10,Payment,McDonalds
TXN_0000006728,ACC_00000313,-5.11,2025-08-10,Payment,Starbucks
TXN_0000006729,ACC_00000313,-70.16,2022-11-11,Payment,Amazon
TXN_0000006730,ACC_00000313,-28.58,2024-03-31,Withdrawal,
TXN_0000006731,ACC_00000313,-53.33,2025-02-03,Payment,Costco
TXN_0000006732,ACC_00000313,219.83,2024-08-31,Deposit,
TXN_0000006733,ACC_00000313,-150.34,2023-07-28,Payment,Shell
TXN_0000006734,ACC_00000313,-37.27,2024-07-06,Withdrawal,
TXN_0000006735,ACC_00000313,-192.16,2023-10-28,Payment,Target
TXN_0000006736,ACC_00000313,-28.84,2025-08-02,Withdrawal,
TXN_0000006737,ACC_00000313,65.39,2023-06-12,Deposit,
TXN_0000006738,ACC_00000313,-176.28,2023-11-01,Payment,Starbucks
TXN_0000006739,ACC_00000313,-54.31,2024-10-15,Payment,Home Depot
TXN_0000006740,ACC_00000313,-76.91,2025-07-06,Payment,McDonalds
TXN_0000006741,ACC_00000313,-288.8,2022-11-07,Payment,McDonalds
TXN_0000006742,ACC_00000313,-22.98,2025-03-24,Payment,Shell
TXN_0000006743,ACC_00000313,-6.66,2024-05-08,Payment,Costco
TXN_0000006744,ACC_00000313,-27.57,2023-06-05,Withdrawal,
TXN_0000006745,ACC_00000313,-103.08,2025-07-16,Withdrawal,
TXN_0000006746,ACC_00000313,9.43,2023-11-13,Deposit,
TXN_0000006747,ACC_00000313,-7.95,2023-10-25,Payment,Walmart
TXN_0000006748,ACC_00000313,-81.01,2022-09-04,Withdrawal,
TXN_0000006749,ACC_00000314,-187.31,2023-04-23,Withdrawal,
TXN_0000006750,ACC_00000314,114.71,2022-06-16,Deposit,
TXN_0000006751,ACC_00000314,-127.13,2021-08-28,Payment,Starbucks
TXN_0000006752,ACC_00000314,-2.53,2024-11-25,Payment,Shell
TXN_0000006753,ACC_00000314,-10.7,2023-05-04,Withdrawal,
TXN_0000006754,ACC_00000314,-29.3,2024-05-15,Payment,Walmart
TXN_0000006755,ACC_00000314,-4.9,2022-02-16,Withdrawal,
TXN_0000006756,ACC_00000314,2.74,2022-09-29,Deposit,
TXN_0000006757,ACC_00000315,-56.57,2022-08-07,Withdrawal,
TXN_0000006758,ACC_00000315,-151.74,2023-06-07,Payment,Shell
TXN_0000006759,ACC_00000315,-56.93,2024-01-05,Payment,Starbucks
TXN_0000006760,ACC_00000315,-54.99,2024-10-28,Payment,Walmart
TXN_0000006761,ACC_00000315,-42.69,2025-08-13,Payment,Starbucks
TXN_0000006762,ACC_00000315,-65.18,2024-03-01,Payment,Costco
TXN_0000006763,ACC_00000316,72.54,2022-12-04,Deposit,
TXN_0000006764,ACC_00000316,-74.73,2021-12-25,Payment,Target
TXN_0000006765,ACC_00000316,-426.93,2022-07-06,Payment,Shell
TXN_0000006766,ACC_00000316,14.05,2022-07-12,Deposit,
TXN_0000006767,ACC_00000316,7.9,2021-08-25,Deposit,
TXN_0000006768,ACC_00000316,-152.18,2024-08-02,Withdrawal,
TXN_0000006769,ACC_00000316,-33.51,2022-12-14,Payment,Amazon
TXN_0000006770,ACC_00000316,-28.49,2022-07-06,Payment,Amazon
TXN_0000006771,ACC_00000316,-14.7,2021-11-03,Payment,Home Depot
TXN_0000006772,ACC_00000316,21.97,2024-03-03,Deposit,
TXN_0000006773,ACC_00000316,-119.96,2022-10-18,Payment,Walmart
TXN_0000006774,ACC_00000316,-128.83,2024-09-01,Payment,McDonalds
TXN_0000006775,ACC_00000316,-92.27,2024-08-07,Payment,Amazon
TXN_0000006776,ACC_00000316,-57.54,2024-02-29,Payment,Amazon
TXN_0000006777,ACC_00000316,26.33,2025-02-01,Deposit,
TXN_0000006778,ACC_00000316,-10.15,2023-07-13,Withdrawal,
TXN_0000006779,ACC_00000316,-82.69,2024-01-27,Withdrawal,
TXN_0000006780,ACC_00000316,-37.08,2023-05-12,Payment,Starbucks
TXN_0000006781,ACC_00000316,-39.1,2024-04-09,Withdrawal,
TXN_0000006782,ACC_00000316,-269.54,2024-02-07,Payment,Target
TXN_0000006783,ACC_00000316,-24.53,2022-12-20,Withdrawal,
TXN_0000006784,ACC_00000316,-102.59,2023-11-16,Payment,Shell
TXN_0000006785,ACC_00000316,19.33,2023-03-24,Deposit,
TXN_0000006786,ACC_00000316,-50.19,2023-08-05,Payment,Costco
TXN_0000006787,ACC_00000317,7.71,2025-05-07,Deposit,
TXN_0000006788,ACC_00000317,25.01,2024-10-07,Deposit,
TXN_0000006789,ACC_00000317,17.91,2025-02-13,Deposit,
TXN_0000006790,ACC_00000317,81.97,2025-02-12,Deposit,
TXN_0000006791,ACC_00000317,-230.21,2025-02-04,Payment,McDonalds
TXN_0000006792,ACC_00000317,-149.28,2025-02-14,Payment,Costco
TXN_0000006793,ACC_00000317,-136.1,2025-08-18,Payment,Target
TXN_0000006794,ACC_00000317,-227.35,2025-03-24,Payment,McDonalds
TXN_0000006795,ACC_00000317,-53.49,2024-11-30,Payment,McDonalds
TXN_0000006796,ACC_00000317,4.45,2025-03-31,Deposit,
TXN_0000006797,ACC_00000317,-74.67,2025-07-18,Payment,Shell
TXN_0000006798,ACC_00000317,-276.07,2025-04-14,Withdrawal,
TXN_0000006799,ACC_00000317,-89.25,2024-12-23,Payment,Target
TXN_0000006800,ACC_00000317,-37.79,2025-04-27,Payment,Shell
TXN_0000006801,ACC_00000317,-100.37,2025-06-30,Withdrawal,
TXN_0000006802,ACC_00000317,83.84,2024-12-08,Deposit,
TXN_0000006803,ACC_00000318,-14.72,2025-06-26,Payment,Costco
TXN_0000006804,ACC_00000318,-108.48,2024-11-18,Payment,Amazon
TXN_0000006805,ACC_00000318,61.65,2024-08-06,Deposit,
TXN_0000006806,ACC_00000318,-87.95,2024-11-28,Payment,Amazon
TXN_0000006807,ACC_00000318,-34.22,2024-02-15,Payment,Target
TXN_0000006808,ACC_00000318,73.23,2025-06-17,Deposit,
TXN_0000006809,ACC_00000319,-79.9,2025-06-11,Payment,Target
TXN_0000006810,ACC_00000319,71.16,2024-05-25,Deposit,
TXN_0000006811,ACC_00000319,12.7,2025-07-28,Deposit,
TXN_0000006812,ACC_00000319,-228.91,2025-04-06,Payment,Starbucks
TXN_0000006813,ACC_00000319,-0.25,2025-06-03,Withdrawal,
TXN_0000006814,ACC_00000319,20.0,2024-12-18,Deposit,
TXN_0000006815,ACC_00000319,-0.1,2024-05-28,Payment,McDonalds
TXN_0000006816,ACC_00000319,64.6,2024-09-02,Deposit,
TXN_0000006817,ACC_00000319,9.67,2025-05-10,Deposit,
TXN_0000006818,ACC_00000319,58.0,2025-01-05,Deposit,
TXN_0000006819,ACC_00000319,-89.71,2024-11-16,Payment,Amazon
TXN_0000006820,ACC_00000319,-75.02,2024-11-06,Payment,Walmart
TXN_0000006821,ACC_00000319,25.5,2024-11-24,Deposit,
TXN_0000006822,ACC_00000319,-179.63,2025-03-10,Payment,Shell
TXN_0000006823,ACC_00000319,-53.05,2025-03-23,Payment,McDonalds
TXN_0000006824,ACC_00000319,18.7,2024-04-16,Deposit,
TXN_0000006825,ACC_00000319,46.84,2024-07-24,Deposit,
TXN_0000006826,ACC_00000319,-39.86,2025-07-23,Withdrawal,
TXN_0000006827,ACC_00000319,-25.36,2025-06-22,Payment,Walmart
TXN_0000006828,ACC_00000319,229.6,2024-08-01,Deposit,
TXN_0000006829,ACC_00000319,-118.32,2025-07-22,Payment,Amazon
TXN_0000006830,ACC_00000319,7.99,2024-12-23,Deposit,
TXN_0000006831,ACC_00000319,-39.44,2025-06-06,Withdrawal,
TXN_0000006832,ACC_00000319,-28.72,2025-02-23,Payment,Shell
TXN_0000006833,ACC_00000319,-6.91,2025-02-10,Payment,Starbucks
TXN_0000006834,ACC_00000319,-44.21,2024-04-12,Withdrawal,
TXN_0000006835,ACC_00000319,-88.48,2024-10-31,Payment,McDonalds
TXN_0000006836,ACC_00000319,-120.09,2025-05-31,Payment,Walmart
TXN_0000006837,ACC_00000319,-139.79,2025-04-10,Payment,Target
TXN_0000006838,ACC_00000319,-139.58,2024-09-23,Payment,Home Depot
TXN_0000006839,ACC_00000319,-32.58,2025-01-10,Payment,Walmart
TXN_0000006840,ACC_00000319,-12.51,2025-05-16,Withdrawal,
TXN_0000006841,ACC_00000319,23.83,2024-07-05,Deposit,
TXN_0000006842,ACC_00000319,-233.97,2025-01-12,Payment,Home Depot
TXN_0000006843,ACC_00000319,8.19,2025-07-09,Deposit,
TXN_0000006844,ACC_00000319,75.33,2024-06-28,Deposit,
TXN_0000006845,ACC_00000319,-12.43,2024-06-08,Withdrawal,
TXN_0000006846,ACC_00000319,-31.15,2025-01-26,Payment,Target
TXN_0000006847,ACC_00000319,-132.22,2024-09-10,Payment,McDonalds
TXN_0000006848,ACC_00000319,-2.91,2024-09-05,Payment,Amazon
TXN_0000006849,ACC_00000319,-111.74,2024-06-18,Payment,Home Depot
TXN_0000006850,ACC_00000319,14.19,2025-06-11,Deposit,
TXN_0000006851,ACC_00000319,-27.61,2024-11-04,Payment,Target
TXN_0000006852,ACC_00000319,-126.14,2024-08-10,Payment,McDonalds
TXN_0000006853,ACC_00000319,-4.31,2024-07-26,Withdrawal,
TXN_0000006854,ACC_00000319,-120.44,2025-01-30,Payment,Amazon
TXN_0000006855,ACC_00000319,-14.09,2025-05-26,Withdrawal,
TXN_0000006856,ACC_00000320,-71.2,2024-03-11,Withdrawal,
TXN_0000006857,ACC_00000320,13.61,2023-12-14,Deposit,
TXN_0000006858,ACC_00000320,-17.7,2023-05-20,Withdrawal,
TXN_0000006859,ACC_00000320,-8.27,2024-03-26,Payment,Starbucks
TXN_0000006860,ACC_00000320,-1.79,2025-01-01,Withdrawal,
TXN_0000006861,ACC_00000320,-271.58,2023-08-23,Payment,Home Depot
TXN_0000006862,ACC_00000320,-132.32,2023-10-25,Payment,Amazon
TXN_0000006863,ACC_00000320,-5.49,2024-01-01,Payment,Starbucks
TXN_0000006864,ACC_00000320,-58.87,2025-02-19,Payment,Costco
TXN_0000006865,ACC_00000320,-252.75,2022-11-27,Payment,Home Depot
TXN_0000006866,ACC_00000321,-95.13,2025-04-18,Withdrawal,
TXN_0000006867,ACC_00000321,-112.43,2025-05-23,Withdrawal,
TXN_0000006868,ACC_00000321,-41.49,2025-03-01,Payment,Target
TXN_0000006869,ACC_00000321,-22.92,2025-03-06,Withdrawal,
TXN_0000006870,ACC_00000321,133.14,2023-10-28,Deposit,
TXN_0000006871,ACC_00000321,-115.37,2024-08-10,Withdrawal,
TXN_0000006872,ACC_00000321,88.42,2024-10-01,Deposit,
TXN_0000006873,ACC_00000321,3.67,2024-09-26,Deposit,
TXN_0000006874,ACC_00000321,-110.47,2024-02-21,Payment,Walmart
TXN_0000006875,ACC_00000321,-133.56,2023-06-06,Withdrawal,
TXN_0000006876,ACC_00000321,-162.08,2024-03-10,Payment,Target
TXN_0000006877,ACC_00000321,-425.24,2024-07-29,Withdrawal,
TXN_0000006878,ACC_00000321,20.66,2024-06-11,Deposit,
TXN_0000006879,ACC_00000321,-53.77,2023-09-09,Payment,Costco
TXN_0000006880,ACC_00000321,29.86,2024-05-20,Deposit,
TXN_0000006881,ACC_00000321,-14.93,2023-02-20,Withdrawal,
TXN_0000006882,ACC_00000321,66.87,2023-03-24,Deposit,
TXN_0000006883,ACC_00000321,-156.17,2024-03-04,Payment,Amazon
TXN_0000006884,ACC_00000321,42.81,2023-09-13,Deposit,
TXN_0000006885,ACC_00000321,-75.77,2022-06-27,Withdrawal,
TXN_0000006886,ACC_00000322,-204.4,2025-05-17,Withdrawal,
TXN_0000006887,ACC_00000322,15.93,2023-09-08,Deposit,
TXN_0000006888,ACC_00000322,-30.84,2024-10-16,Withdrawal,
TXN_0000006889,ACC_00000322,78.97,2022-04-24,Deposit,
TXN_0000006890,ACC_00000322,-121.68,2021-09-06,Payment,Target
TXN_0000006891,ACC_00000322,-77.72,2024-02-09,Withdrawal,
TXN_0000006892,ACC_00000322,-47.31,2024-05-26,Withdrawal,
TXN_0000006893,ACC_00000324,40.05,2023-08-12,Deposit,
TXN_0000006894,ACC_00000324,-62.02,2023-07-31,Payment,Walmart
TXN_0000006895,ACC_00000324,-48.37,2022-08-21,Payment,Target
TXN_0000006896,ACC_00000324,-39.95,2024-07-16,Payment,Target
TXN_0000006897,ACC_00000324,-3.24,2021-12-16,Payment,Walmart
TXN_0000006898,ACC_00000324,-18.79,2024-06-19,Payment,Walmart
TXN_0000006899,ACC_00000324,-51.25,2022-10-15,Withdrawal,
TXN_0000006900,ACC_00000324,88.15,2022-06-04,Deposit,
TXN_0000006901,ACC_00000324,-28.63,2024-06-05,Withdrawal,
TXN_0000006902,ACC_00000324,-15.51,2024-06-21,Payment,Amazon
TXN_0000006903,ACC_00000324,-16.3,2023-12-22,Withdrawal,
TXN_0000006904,ACC_00000324,-49.51,2022-03-06,Payment,Costco
TXN_0000006905,ACC_00000324,-326.71,2024-05-20,Payment,Walmart
TXN_0000006906,ACC_00000324,-47.93,2024-04-05,Payment,Costco
TXN_0000006907,ACC_00000324,-57.61,2024-12-12,Payment,Shell
TXN_0000006908,ACC_00000324,4.29,2023-07-29,Deposit,
TXN_0000006909,ACC_00000326,-2.93,2024-06-07,Withdrawal,
TXN_0000006910,ACC_00000326,-116.16,2025-01-28,Payment,Amazon
TXN_0000006911,ACC_00000326,-88.72,2024-12-01,Withdrawal,
TXN_0000006912,ACC_00000326,26.64,2024-09-27,Deposit,
TXN_0000006913,ACC_00000326,-46.89,2025-08-06,Payment,Home Depot
TXN_0000006914,ACC_00000326,35.46,2025-05-22,Deposit,
TXN_0000006915,ACC_00000326,-114.38,2024-07-30,Payment,Walmart
TXN_0000006916,ACC_00000326,-133.07,2025-03-04,Withdrawal,
TXN_0000006917,ACC_00000326,-39.28,2024-06-07,Payment,Starbucks
TXN_0000006918,ACC_00000326,-115.49,2025-03-19,Payment,Starbucks
TXN_0000006919,ACC_00000326,-91.32,2025-07-23,Withdrawal,
TXN_0000006920,ACC_00000326,-3.46,2025-06-22,Withdrawal,
TXN_0000006921,ACC_00000326,-65.12,2024-10-17,Payment,Starbucks
TXN_0000006922,ACC_00000326,-2.86,2024-09-23,Payment,Target
TXN_0000006923,ACC_00000328,-11.69,2025-07-28,Payment,Walmart
TXN_0000006924,ACC_00000328,-31.95,2025-06-24,Withdrawal,
TXN_0000006925,ACC_00000328,63.54,2025-05-04,Deposit,
TXN_0000006926,ACC_00000328,-112.69,2025-04-10,Payment,McDonalds
TXN_0000006927,ACC_00000328,-23.59,2025-08-03,Withdrawal,
TXN_0000006928,ACC_00000328,-16.45,2025-04-19,Withdrawal,
TXN_0000006929,ACC_00000328,37.98,2025-06-06,Deposit,
TXN_0000006930,ACC_00000328,-95.71,2025-03-24,Payment,Amazon
TXN_0000006931,ACC_00000328,38.87,2025-05-25,Deposit,
TXN_0000006932,ACC_00000328,-29.65,2025-02-26,Withdrawal,
TXN_0000006933,ACC_00000328,-171.54,2025-02-12,Payment,Walmart
TXN_0000006934,ACC_00000328,-25.17,2025-04-22,Payment,Home Depot
TXN_0000006935,ACC_00000328,3.89,2025-07-30,Deposit,
TXN_0000006936,ACC_00000328,-68.38,2025-07-29,Withdrawal,
TXN_0000006937,ACC_00000328,-112.67,2025-05-07,Payment,Target
TXN_0000006938,ACC_00000328,-73.03,2025-07-23,Payment,McDonalds
TXN_0000006939,ACC_00000328,-76.94,2025-05-05,Withdrawal,
TXN_0000006940,ACC_00000328,-132.58,2025-04-10,Payment,Amazon
TXN_0000006941,ACC_00000328,1.15,2025-07-30,Deposit,
TXN_0000006942,ACC_00000328,5.39,2025-08-14,Deposit,
TXN_0000006943,ACC_00000328,-216.55,2025-03-16,Withdrawal,
TXN_0000006944,ACC_00000328,-8.56,2025-06-09,Withdrawal,
TXN_0000006945,ACC_00000328,41.98,2025-04-03,Deposit,
TXN_0000006946,ACC_00000328,-249.07,2025-05-07,Payment,Starbucks
TXN_0000006947,ACC_00000328,-223.31,2025-07-30,Withdrawal,
TXN_0000006948,ACC_00000328,-71.03,2025-02-28,Withdrawal,
TXN_0000006949,ACC_00000328,-198.43,2025-02-03,Payment,Costco
TXN_0000006950,ACC_00000328,-48.44,2025-02-13,Payment,McDonalds
TXN_0000006951,ACC_00000328,-17.47,2025-07-08,Withdrawal,
TXN_0000006952,ACC_00000328,-49.56,2025-08-02,Payment,Starbucks
TXN_0000006953,ACC_00000328,-119.62,2025-06-30,Payment,Shell
TXN_0000006954,ACC_00000328,28.64,2025-02-28,Deposit,
TXN_0000006955,ACC_00000328,-164.53,2025-07-12,Withdrawal,
TXN_0000006956,ACC_00000328,77.97,2025-05-12,Deposit,
TXN_0000006957,ACC_00000328,-184.09,2025-03-19,Payment,Target
TXN_0000006958,ACC_00000328,63.98,2025-02-10,Deposit,
TXN_0000006959,ACC_00000330,8.03,2023-05-15,Deposit,
TXN_0000006960,ACC_00000330,-87.63,2023-07-19,Payment,Amazon
TXN_0000006961,ACC_00000330,-34.25,2025-01-08,Withdrawal,
TXN_0000006962,ACC_00000330,2.11,2024-08-03,Deposit,
TXN_0000006963,ACC_00000330,31.61,2021-10-03,Deposit,
TXN_0000006964,ACC_00000330,-49.85,2022-10-01,Payment,Amazon
TXN_0000006965,ACC_00000330,91.85,2024-12-14,Deposit,
TXN_0000006966,ACC_00000330,-42.67,2023-03-13,Payment,McDonalds
TXN_0000006967,ACC_00000330,-16.67,2025-01-09,Payment,Starbucks
TXN_0000006968,ACC_00000330,-53.51,2024-12-31,Withdrawal,
TXN_0000006969,ACC_00000330,-64.64,2024-08-02,Payment,McDonalds
TXN_0000006970,ACC_00000330,26.1,2024-10-09,Deposit,
TXN_0000006971,ACC_00000331,24.08,2022-03-31,Deposit,
TXN_0000006972,ACC_00000331,-14.47,2023-08-16,Payment,Amazon
TXN_0000006973,ACC_00000331,80.64,2023-10-11,Deposit,
TXN_0000006974,ACC_00000331,-70.49,2025-02-15,Payment,Amazon
TXN_0000006975,ACC_00000331,43.55,2024-04-02,Deposit,
TXN_0000006976,ACC_00000331,122.01,2024-10-02,Deposit,
TXN_0000006977,ACC_00000331,-11.87,2024-11-03,Payment,Shell
TXN_0000006978,ACC_00000331,23.48,2023-12-13,Deposit,
TXN_0000006979,ACC_00000331,-114.34,2023-11-25,Withdrawal,
TXN_0000006980,ACC_00000331,1.46,2025-06-05,Deposit,
TXN_0000006981,ACC_00000331,31.17,2022-08-09,Deposit,
TXN_0000006982,ACC_00000331,-46.16,2022-07-08,Withdrawal,
TXN_0000006983,ACC_00000331,-126.29,2022-09-12,Payment,Walmart
TXN_0000006984,ACC_00000331,-180.0,2023-03-12,Withdrawal,
TXN_0000006985,ACC_00000331,-2.63,2025-04-20,Withdrawal,
TXN_0000006986,ACC_00000331,-219.4,2025-08-02,Payment,Target
TXN_0000006987,ACC_00000331,-162.84,2024-07-17,Payment,Target
TXN_0000006988,ACC_00000331,-66.73,2025-04-13,Payment,Walmart
TXN_0000006989,ACC_00000331,63.63,2025-06-11,Deposit,
TXN_0000006990,ACC_00000331,1.04,2022-07-21,Deposit,
TXN_0000006991,ACC_00000331,-225.55,2025-02-23,Withdrawal,
TXN_0000006992,ACC_00000331,40.14,2022-10-18,Deposit,
TXN_0000006993,ACC_00000331,-25.63,2023-08-21,Payment,Target
TXN_0000006994,ACC_00000331,-449.81,2023-11-01,Payment,Shell
TXN_0000006995,ACC_00000331,12.96,2024-11-13,Deposit,
TXN_0000006996,ACC_00000331,-94.14,2023-07-10,Payment,Starbucks
TXN_0000006997,ACC_00000331,70.55,2022-09-06,Deposit,
TXN_0000006998,ACC_00000331,-28.21,2023-02-10,Payment,Costco
TXN_0000006999,ACC_00000331,-58.52,2025-06-17,Payment,McDonalds
TXN_0000007000,ACC_00000331,-40.95,2024-02-17,Payment,Walmart
TXN_0000007001,ACC_00000331,51.54,2022-12-21,Deposit,
TXN_0000007002,ACC_00000331,-0.48,2023-03-15,Payment,Target
TXN_0000007003,ACC_00000331,44.73,2022-06-28,Deposit,
TXN_0000007004,ACC_00000331,-104.72,2023-06-25,Payment,Amazon
TXN_0000007005,ACC_00000331,-115.46,2024-10-22,Payment,Amazon
TXN_0000007006,ACC_00000331,40.48,2025-01-10,Deposit,
TXN_0000007007,ACC_00000332,29.58,2022-04-18,Deposit,
TXN_0000007008,ACC_00000332,-119.87,2023-12-05,Payment,Shell
TXN_0000007009,ACC_00000332,-54.56,2024-12-29,Payment,McDonalds
TXN_0000007010,ACC_00000332,-153.57,2024-01-26,Payment,McDonalds
TXN_0000007011,ACC_00000332,78.41,2025-03-06,Deposit,
TXN_0000007012,ACC_00000332,-18.74,2023-01-08,Withdrawal,
TXN_0000007013,ACC_00000332,-22.23,2025-03-13,Payment,Costco
TXN_0000007014,ACC_00000332,5.4,2023-01-31,Deposit,
TXN_0000007015,ACC_00000332,119.79,2023-06-08,Deposit,
TXN_0000007016,ACC_00000332,-142.67,2023-03-27,Withdrawal,
TXN_0000007017,ACC_00000332,-64.75,2024-11-28,Payment,McDonalds
TXN_0000007018,ACC_00000332,-5.24,2023-11-14,Withdrawal,
TXN_0000007019,ACC_00000332,-96.59,2023-05-21,Payment,Home Depot
TXN_0000007020,ACC_00000332,-175.67,2025-04-30,Payment,Shell
TXN_0000007021,ACC_00000332,-76.73,2023-11-23,Payment,Starbucks
TXN_0000007022,ACC_00000332,47.25,2024-12-14,Deposit,
TXN_0000007023,ACC_00000332,64.28,2023-01-28,Deposit,
TXN_0000007024,ACC_00000332,-11.33,2024-05-24,Payment,Home Depot
TXN_0000007025,ACC_00000332,-60.04,2023-02-24,Withdrawal,
TXN_0000007026,ACC_00000332,-27.43,2024-07-04,Payment,Walmart
TXN_0000007027,ACC_00000332,29.81,2022-02-17,Deposit,
TXN_0000007028,ACC_00000332,-49.01,2025-03-20,Payment,Home Depot
TXN_0000007029,ACC_00000332,-12.82,2022-07-29,Payment,Walmart
TXN_0000007030,ACC_00000332,3.95,2022-08-10,Deposit,
TXN_0000007031,ACC_00000332,-70.36,2024-03-13,Payment,Target
TXN_0000007032,ACC_00000332,47.0,2023-03-17,Deposit,
TXN_0000007033,ACC_00000332,-19.37,2022-02-02,Withdrawal,
TXN_0000007034,ACC_00000332,-89.18,2022-12-02,Payment,Walmart
TXN_0000007035,ACC_00000332,5.52,2023-07-23,Deposit,
TXN_0000007036,ACC_00000332,-64.92,2024-05-17,Payment,Home Depot
TXN_0000007037,ACC_00000332,-125.59,2023-07-10,Payment,Target
TXN_0000007038,ACC_00000332,-260.63,2025-01-05,Payment,Target
TXN_0000007039,ACC_00000332,-128.98,2023-03-21,Withdrawal,
TXN_0000007040,ACC_00000332,-32.4,2023-04-14,Payment,Shell
TXN_0000007041,ACC_00000332,-19.72,2025-01-09,Payment,Target
TXN_0000007042,ACC_00000332,-239.37,2022-08-26,Withdrawal,
TXN_0000007043,ACC_00000332,-43.31,2024-05-23,Payment,Starbucks
TXN_0000007044,ACC_00000332,3.21,2024-09-03,Deposit,
TXN_0000007045,ACC_00000332,-107.84,2023-04-11,Payment,Shell
TXN_0000007046,ACC_00000332,-151.27,2024-01-01,Payment,Home Depot
TXN_0000007047,ACC_00000332,-76.89,2025-01-04,Withdrawal,
TXN_0000007048,ACC_00000332,107.78,2023-11-07,Deposit,
TXN_0000007049,ACC_00000332,-22.72,2024-11-03,Payment,Walmart
